T,Zero,DF,Forward
26.25,0.04268410205828294,0.32613049737086847,0.032163408019147965
26.5,0.04254709020154733,0.3238425330805858,0.02378478675790774
26.75,0.042348352313393824,0.32212409342115506,0.021625231992894456
27,0.04221314767478206,0.3198973911645727,0.03676468151581069
27.25,0.04229980471689238,0.31579257835307256,0.06956702628402311
27.5,0.04276805885523895,0.30847279678023365,0.12143554172894255
27.75,0.043711865586906325,0.2973027586420871,0.16640016626934262
28,0.04483587959124208,0.2849605217297543,0.16440875959422563
28.25,0.04568937557182631,0.2750713226354985,0.10872115881910283
28.5,0.045789534506328375,0.27117206498730256,-0.003735415999850389
28.75,0.04490146209613274,0.27501846578417644,-0.0861804394869381
29,0.04389884416884116,0.27997177599920353,-0.035351606156863724
29.25,0.04388964940631457,0.2769904513264305,0.14307014628456294
29.5,0.045974849052384345,0.2576229886589326,0.4143894523156444
29.75,0.048201846606745355,0.23835242183436653,0.20701261490341238
30,0.04878608524858707,0.2314057634971839,0.04018513586001582
