T,Zero,DF,Forward
20,0.0431885327301922,0.4215694887110286,0.0656790281972075
20.25,0.043389427192173514,0.4153491028680386,0.053577813645122596
20.5,0.04345034746018583,0.4103552122875624,0.04354733751044115
20.75,0.04340204243544133,0.4063288871094325,0.035710595394089495
21,0.04327526101915219,0.4030154092547924,0.030190582904765506
21.25,0.04310075211253058,0.400159931757341,0.02711029564728129
21.5,0.04290926461678866,0.3975044343863849,0.026592729223118283
21.75,0.04273154743313862,0.39478610910848627,0.02876087924208459
22,0.04259834946279262,0.3917373504261512,0.033737741303996316
22.25,0.04254041960696284,0.388087543879043,0.04164631101755134
22.5,0.04258850676686146,0.3835668329683411,0.05260958398645155
22.75,0.04275895696632811,0.37803584077815294,0.0625519698316257
23,0.04299905980792569,0.37195649681904935,0.06604221019723688
23.25,0.04323543298724001,0.36596271697671184,0.06276973992802581
23.5,0.043394690399407555,0.36067600223217877,0.052441014605220104
23.75,0.04340868278240572,0.35666574793451994,0.03725522737751952
24,0.0432876195596831,0.3538426806983398,0.02741501779812694
24.25,0.04310203082592974,0.35161296219876775,0.02430107986284291
24.5,0.04292399833297375,0.3493650345399025,0.02820174057727165
24.75,0.042812548445476856,0.3465907554954692,0.03526612189941325
25,0.04276411181942581,0.3433164043070965,0.04032759467476055
25.25,0.04275638120572961,0.3397318580063763,0.04328011609100457
25.5,0.04276704591040662,0.3360283758281259,0.044034443367202414
25.75,0.04277379523947523,0.33239700461893656,0.042501333731292945
26,0.04275431849895379,0.32902804753873577,0.03859154440788437
26.25,0.04268630499486068,0.3261116387400969,0.03221583262047467
26.5,0.042547444033214275,0.3238394965726242,0.023284955590341383
26.75,0.04234090904491119,0.3221882371076831,0.020542964936920427
27,0.04219617530521589,0.32004401901054835,0.03596912497183524
27.25,0.04228177427458008,0.31594777470259316,0.07028892256011332
27.5,0.04276624891061811,0.3084881509260233,0.12417652952678715
27.75,0.043735248386047414,0.29710990957946576,0.16850249907052195
28,0.044863592073891866,0.2847394925161991,0.16327913704206054
28.25,0.04569905888456292,0.2749960861801836,0.106524193825841
28.5,0.045789390330942044,0.2711731792352029,-0.0035713645285539997
28.75,0.04489861674571485,0.275040964266708,-0.08825759477470996
29,0.04386271725274178,0.2802652506952173,-0.03957914995522671
29.25,0.043849148562049585,0.2773187824203101,0.14760258476353982
29.5,0.045977187622417814,0.25760521642463774,0.41154869660608995
29.75,0.04812435219527895,0.23890256743406887,0.19726835217448446
30,0.04867603697754598,0.23217100012208902,0.04227590031935513
