T,Zero,DF,Forward
0.25,0.019357335608927835,0.995172356808057,0.019357335608611442
0.5,0.019892387364248625,0.9901031061184177,0.020905554855609257
0.75,0.020437552814146578,0.9847887137655369,0.021500474683931736
1,0.01794368960721559,0.9822163397889874,0.01650944880008179
1.25,0.02054168585340564,0.9746497460776128,0.024110078046760824
1.5,0.020704154595634634,0.9694210591616211,0.02294598940770151
1.75,0.021330072943368215,0.9633604601153974,0.02587328282240009
2,0.021744254633930128,0.9574435557551964,0.024774817831835216
2.25,0.02215133899094673,0.9513811455835922,0.025999760050084142
2.5,0.022606367069207548,0.9450514413555917,0.027518231806855642
2.75,0.023170439204096234,0.9382688901235334,0.028798886049785644
3,0.023443156030903505,0.9320866764922044,0.027588438195891296
3.25,0.02402567736077685,0.9248872401670607,0.03186119755894945
3.5,0.024341795450051336,0.9183320127599774,0.023981463711103546
3.75,0.024517430994428338,0.9121595434364497,0.02956285788398294
4,0.024980103993875645,0.9049094315047256,0.034129051423095746
4.25,0.025761165845471466,0.8962956491692009,0.03521180391430345
4.5,0.026021061649961957,0.8895008845649766,0.03107279640021665
4.75,0.02627296559424369,0.8826764325629544,0.03141671209884456
5,0.02666674645727334,0.8751729698899667,0.038046015371634434
5.25,0.02745336204042025,0.8657750594855125,0.03777825659717626
5.5,0.02761181371361895,0.859104273099476,0.03275006101574607
5.75,0.027764587931828746,0.8524451768199033,0.0324606834879726
6,0.028299897817679765,0.8438340837835131,0.052451490530486256
6.25,0.030108600583665865,0.8284666025685684,0.045279890914518006
6.5,0.029193987951586408,0.8271568655751524,-0.04948290479367401
6.75,0.026652878614469033,0.8353479530864996,0.19407442864410873
7,0.030239646192554946,0.8092256118609736,0.024102834526584793
7.25,0.030616777196586786,0.8009380828812703,0.04946966354460458
7.5,0.03124265575796339,0.7911086853526723,0.0448815260443991
7.75,0.03165612127880114,0.7824424231525708,0.04343558725583563
8,0.03199918048439589,0.7741470441802716,0.041739200192514314
8.25,0.03222152014064787,0.7665713181020054,0.03819868106297308
8.5,0.03245465850675541,0.7589156830315402,0.04373629282405922
8.75,0.03288702762270499,0.7499404379300528,0.05002601008080587
9,0.03334780593958192,0.7407217328321049,0.047343185554660216
9.25,0.03356725979880481,0.7330824113925652,0.04212981941920102
9.5,0.034238727007558804,0.7223338097427189,0.0682514498129283
9.75,0.0347504120856402,0.7126131889053263,0.04522081881813689
10,0.034914249942877174,0.7052926193133785,0.04004182978745163
10.25,0.03496262540782853,0.698816624853799,0.03500646492016202
10.5,0.03500265591639012,0.6924440162685604,0.04013576279215947
10.75,0.03514668617323647,0.6853491405322003,0.042023910155342126
11,0.03532250068723926,0.6780410090410426,0.04375829379177354
11.25,0.03553018928200944,0.6705113629510261,0.04559595141562234
11.5,0.03576992586082826,0.662752178074111,0.047537578639345046
11.75,0.03604188432697695,0.6547563214796085,0.04958387107539819
12,0.03634623858373676,0.6465175965247885,0.05173552433818118
12.25,0.036683162534388934,0.638030787171916,0.05399323403904033
12.5,0.03705283008221472,0.6292917011116121,0.05635769579376282
12.75,0.03761806246457512,0.6190122005323699,0.06654520502885619
13,0.03784285510304705,0.6114285855660206,0.03471400240845357
13.25,0.03772235361398786,0.6066391259562157,0.029655914695891905
13.5,0.037595732701301066,0.6019731768054581,0.03368564179540012
13.75,0.03759406164877438,0.5963554794600133,0.03978581623376165
14,0.03766971918297126,0.5901514568139021,0.04403598305224854
14.25,0.037825864809452624,0.5833204576742607,0.04927296208490084
14.5,0.03807580831286486,0.5757399358310321,0.05554999247314729
14.75,0.03847809613924404,0.5669115873265426,0.0672034044585379
15,0.039005962462673315,0.5570560381966508,0.07182696813656797
15.25,0.03952843717632811,0.5472723696512619,0.06856970834800968
15.5,0.039923469848825506,0.5385829352398501,0.060863084201390194
15.75,0.04024054274464678,0.5305778686316585,0.058650879558030944
16,0.040499559974627036,0.523094595887851,0.05468352052617753
16.25,0.04067542650076879,0.5163472985811974,0.04886062694942073
16.5,0.040743047285074524,0.5105532791592567,0.04108181867856775
16.75,0.040741034315579,0.5053963405342035,0.04032101556583623
17,0.040726547204992324,0.5003980974350344,0.0390445344611301
17.25,0.04068750296080157,0.49566279806105884,0.03686606189934327
17.5,0.040611720405698305,0.491297657834932,0.03373687316898799
17.75,0.040436869745061756,0.487846516496745,0.023376289116083804
18,0.04016423685525826,0.48531541297301745,0.019401293388510155
18.25,0.03989332469321834,0.4828480960865982,0.022603390595898887
18.5,0.03972374340826269,0.47955856568126115,0.033381021335987526
18.75,0.03983037906558794,0.47387125529620744,0.06845918839260001
19,0.04040363953713293,0.46409354048278567,0.09373620280306305
19.25,0.04110774916769906,0.4532442246659056,0.09065076383873993
19.5,0.04156435268292835,0.4446335241638408,0.05768945040229845
19.75,0.04171879269227002,0.43869706736068304,0.05205493767035385
20,0.04182933740396187,0.43318657784212955,0.04915333561006374
20.25,0.04190448831125281,0.4280283324394415,0.0467685115346228
20.5,0.04195203240660321,0.4231550306616507,0.044931613412679816
20.75,0.041979756682473425,0.41849934625801277,0.043673789213993786
21,0.04199544813132378,0.41399374632842845,0.04302618690554816
21.25,0.042006893745614685,0.4095703923815045,0.04301995446376328
21.5,0.04202188051780646,0.40516113324654396,0.043686239853957254
21.75,0.04204819544035949,0.4006976000194336,0.04505619104366865
22,0.04209362550573413,0.39611141308407954,0.04716095600820758
22.25,0.04216595770639073,0.39133451058121854,0.0500316827151126
22.5,0.04227297903478965,0.38629960637098254,0.05369951913525295
22.75,0.04245002117010098,0.3807021448599012,0.06246078859073467
